time,x,y,z
5.02783,-0.1094,0.6839,3.5248
5.033195,-1.3034,0.5888,5.3192
5.043191,-2.2157,0.4869,6.2663
5.053209,-2.2577,0.6672,5.9996
5.06352,-1.7168,1.1314,4.1002
5.074088,-0.9963,1.4349,1.3597
5.083553,-0.5333,1.5433,-1.0325
5.09471,-0.4883,1.2885,-2.4177
5.103896,-0.7268,1.1713,-2.9497
5.116979,-0.7804,1.2094,-2.9072
5.123963,-0.7344,1.3686,-2.6307
5.132867,-0.8383,1.4666,-2.1189
5.146658,-1.176,1.2983,-1.6552
5.152616,-1.4314,1.1409,-1.3695
5.16385,-1.3635,1.1189,-1.0221
5.173333,-1.1129,1.0985,-0.5128
5.183522,-0.9926,0.7698,-0.1988
5.192885,-1.1113,-0.0288,-0.0514
5.222281,-1.2803,-1.1339,0.3644
5.222396,-1.5547,-2.052,0.8825
5.232341,-1.9363,-3.7232,1.9839
5.242492,-1.5726,-4.1472,3.6025
5.252464,-0.8184,-3.6662,6.8879
5.26318,-0.6793,-2.6889,10.1961
5.275065,-2.3495,-2.4523,9.8134
5.282869,-3.8271,-2.2018,5.5834
5.295022,-4.5496,-2.554,2.4948
5.302408,-4.7439,-3.7606,0.9645
5.311977,-5.2158,-6.2307,-1.5357
5.321904,-6.1472,-9.8614,-3.9857
5.332311,-7.0346,-13.2463,-4.1735
5.342086,-7.0587,-14.3854,-1.7052
5.353565,-5.3355,-11.8226,1.1203
5.361881,-2.6139,-6.3882,4.9963
5.372166,-0.1355,-1.7007,9.2499
5.384231,0.7025,0.4824,8.4718
5.39266,0.3647,0.9841,3.8051
5.406896,0.4228,1.7663,-1.0273
5.411546,1.2961,2.9888,-3.6391
5.422016,2.4072,4.3364,-3.9755
5.431387,3.1464,5.2478,-3.4071
5.442807,3.7217,5.6551,-2.6942
5.4515,3.7681,5.366,-2.2211
5.461648,3.1307,4.2496,-2.2359
5.473462,2.6417,2.8909,-2.5947
5.482841,2.5084,1.3866,-3.5669
5.513096,2.2756,-0.3705,-4.8189
5.533903,1.0732,-4.6614,-1.5051
5.534268,0.8397,-4.0931,1.5919
5.550769,2.2829,0.388,-0.0913
